"step","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - _step","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - _step__MIN","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - _step__MAX","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - val/loss","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - val/loss__MIN","(adam+adam)_bs=1024_lr=0.002_sp=1.0_adam_baseline - val/loss__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss__MAX","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step__MIN","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step__MAX","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss__MIN","(muon_moonlight+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_none - val/loss__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step__MAX","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss__MIN","(muon_moonlight+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_none - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv_sqrt - val/loss__MAX","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - _step","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - _step__MIN","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - _step__MAX","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - val/loss","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - val/loss__MIN","(dion+adam)_bs=1024_lr=0.01_sp=0.0625_adam - val/loss__MAX","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - _step","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - _step__MIN","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - _step__MAX","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - val/loss","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - val/loss__MIN","(dion+adam)_bs=1024_lr=0.01_sp=0.25_adam - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.0625_scale_inv - val/loss__MAX","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step__MIN","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - _step__MAX","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss__MIN","(dion+adam)_bs=1024_lr=0.01_sp=1.0_adam - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_none - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - _step","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=0.25_scale_inv_sqrt - val/loss__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - _step__MAX","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss__MIN","(dion+lion)_bs=1024_lr=0.01_sp=1.0_scale_inv_sqrt - val/loss__MAX"
"0","0","0","0","11.379768371582031","11.379768371582031","11.379768371582031","0","0","0","11.33012924194336","11.33012924194336","11.33012924194336","0","0","0","11.36248321533203","11.36248321533203","11.36248321533203","0","0","0","11.300404357910155","11.300404357910155","11.300404357910155","0","0","0","11.254534912109374","11.254534912109374","11.254534912109374","0","0","0","11.250917053222656","11.250917053222656","11.250917053222656","0","0","0","11.311936950683592","11.311936950683592","11.311936950683592","0","0","0","11.441614532470703","11.441614532470703","11.441614532470703","0","0","0","11.376559448242189","11.376559448242189","11.376559448242189","0","0","0","11.38602294921875","11.38602294921875","11.38602294921875","0","0","0","11.34467544555664","11.34467544555664","11.34467544555664","0","0","0","11.25081787109375","11.25081787109375","11.25081787109375","0","0","0","11.278524780273438","11.278524780273438","11.278524780273438","0","0","0","11.302503204345705","11.302503204345705","11.302503204345705","0","0","0","11.242953491210937","11.242953491210937","11.242953491210937","0","0","0","11.180924987792968","11.180924987792968","11.180924987792968","0","0","0","11.37987060546875","11.37987060546875","11.37987060546875"
"125","126","126","126","6.047139739990234","6.047139739990234","6.047139739990234","126","126","126","5.357106781005859","5.357106781005859","5.357106781005859","126","126","126","5.39463996887207","5.39463996887207","5.39463996887207","126","126","126","11.547615814208983","11.547615814208983","11.547615814208983","126","126","126","17.096110534667968","17.096110534667968","17.096110534667968","126","126","126","6.773570251464844","6.773570251464844","6.773570251464844","126","126","126","20.24730224609375","20.24730224609375","20.24730224609375","126","126","126","5.725510025024414","5.725510025024414","5.725510025024414","126","126","126","5.9093170166015625","5.9093170166015625","5.9093170166015625","126","126","126","5.54887466430664","5.54887466430664","5.54887466430664","126","126","126","7.175593566894531","7.175593566894531","7.175593566894531","126","126","126","5.257843780517578","5.257843780517578","5.257843780517578","126","126","126","6.907450103759766","6.907450103759766","6.907450103759766","126","126","126","6.699847412109375","6.699847412109375","6.699847412109375","126","126","126","8.834992980957031","8.834992980957031","8.834992980957031","126","126","126","5.4436897277832035","5.4436897277832035","5.4436897277832035","126","126","126","5.2418212890625","5.2418212890625","5.2418212890625"
"250","252","252","252","5.317182922363282","5.317182922363282","5.317182922363282","252","252","252","4.503345489501953","4.503345489501953","4.503345489501953","252","252","252","4.672805404663086","4.672805404663086","4.672805404663086","252","252","252","5.593254089355469","5.593254089355469","5.593254089355469","252","252","252","23.99248046875","23.99248046875","23.99248046875","252","252","252","5.719343948364258","5.719343948364258","5.719343948364258","252","252","252","7.262911224365235","7.262911224365235","7.262911224365235","252","252","252","4.957421875","4.957421875","4.957421875","252","252","252","5.198126602172851","5.198126602172851","5.198126602172851","252","252","252","4.7557830810546875","4.7557830810546875","4.7557830810546875","252","252","252","6.254316711425782","6.254316711425782","6.254316711425782","252","252","252","4.464424896240234","4.464424896240234","4.464424896240234","252","252","252","5.92219352722168","5.92219352722168","5.92219352722168","252","252","252","5.636345291137696","5.636345291137696","5.636345291137696","252","252","252","5.441496658325195","5.441496658325195","5.441496658325195","252","252","252","4.6259925842285154","4.6259925842285154","4.6259925842285154","252","252","252","4.387746429443359","4.387746429443359","4.387746429443359"
"375","378","378","378","4.752187347412109","4.752187347412109","4.752187347412109","378","378","378","4.083346557617188","4.083346557617188","4.083346557617188","378","378","378","4.252020645141601","4.252020645141601","4.252020645141601","378","378","378","5.020832443237305","5.020832443237305","5.020832443237305","378","378","378","14.227369689941408","14.227369689941408","14.227369689941408","378","378","378","5.0953937530517575","5.0953937530517575","5.0953937530517575","378","378","378","5.6476398468017575","5.6476398468017575","5.6476398468017575","378","378","378","4.593112564086914","4.593112564086914","4.593112564086914","378","378","378","4.838431167602539","4.838431167602539","4.838431167602539","378","378","378","4.327543258666992","4.327543258666992","4.327543258666992","378","378","378","5.7563232421875","5.7563232421875","5.7563232421875","378","378","378","4.099488830566406","4.099488830566406","4.099488830566406","378","378","378","5.319586563110351","5.319586563110351","5.319586563110351","378","378","378","5.029290008544922","5.029290008544922","5.029290008544922","378","378","378","4.842065048217774","4.842065048217774","4.842065048217774","378","378","378","4.201849365234375","4.201849365234375","4.201849365234375","378","378","378","4.027060699462891","4.027060699462891","4.027060699462891"
"500","504","504","504","4.381393051147461","4.381393051147461","4.381393051147461","504","504","504","3.904885101318359","3.904885101318359","3.904885101318359","504","504","504","4.027883148193359","4.027883148193359","4.027883148193359","504","504","504","4.697515487670898","4.697515487670898","4.697515487670898","504","504","504","7.327819061279297","7.327819061279297","7.327819061279297","504","504","504","4.734112548828125","4.734112548828125","4.734112548828125","504","504","504","5.219028091430664","5.219028091430664","5.219028091430664","504","504","504","4.322350692749024","4.322350692749024","4.322350692749024","504","504","504","4.558318328857422","4.558318328857422","4.558318328857422","504","504","504","4.117048645019532","4.117048645019532","4.117048645019532","504","504","504","5.418701934814453","5.418701934814453","5.418701934814453","504","504","504","3.9345069885253903","3.9345069885253903","3.9345069885253903","504","504","504","4.917520904541016","4.917520904541016","4.917520904541016","504","504","504","4.690489196777344","4.690489196777344","4.690489196777344","504","504","504","4.46355972290039","4.46355972290039","4.46355972290039","504","504","504","4.008395385742188","4.008395385742188","4.008395385742188","504","504","504","3.8654640197753904","3.8654640197753904","3.8654640197753904"
"625","630","630","630","4.173145294189453","4.173145294189453","4.173145294189453","630","630","630","3.797319030761719","3.797319030761719","3.797319030761719","630","630","630","3.903004455566406","3.903004455566406","3.903004455566406","630","630","630","4.382014465332031","4.382014465332031","4.382014465332031","630","630","630","5.840511322021484","5.840511322021484","5.840511322021484","630","630","630","4.503863143920898","4.503863143920898","4.503863143920898","630","630","630","4.970129776000976","4.970129776000976","4.970129776000976","630","630","630","4.1662742614746096","4.1662742614746096","4.1662742614746096","630","630","630","4.375457382202148","4.375457382202148","4.375457382202148","630","630","630","3.991069793701172","3.991069793701172","3.991069793701172","630","630","630","5.151725769042969","5.151725769042969","5.151725769042969","630","630","630","3.8374134063720704","3.8374134063720704","3.8374134063720704","630","630","630","4.65457763671875","4.65457763671875","4.65457763671875","630","630","630","4.471035385131836","4.471035385131836","4.471035385131836","630","630","630","4.215650177001953","4.215650177001953","4.215650177001953","630","630","630","3.892131042480469","3.892131042480469","3.892131042480469","630","630","630","3.767440032958985","3.767440032958985","3.767440032958985"
"750","756","756","756","4.0105640411376955","4.0105640411376955","4.0105640411376955","756","756","756","3.726141357421875","3.726141357421875","3.726141357421875","756","756","756","3.816440963745117","3.816440963745117","3.816440963745117","756","756","756","4.200432205200196","4.200432205200196","4.200432205200196","756","756","756","5.3076831817626955","5.3076831817626955","5.3076831817626955","756","756","756","4.336517333984375","4.336517333984375","4.336517333984375","756","756","756","4.775233459472656","4.775233459472656","4.775233459472656","756","756","756","4.061454391479492","4.061454391479492","4.061454391479492","756","756","756","4.2489471435546875","4.2489471435546875","4.2489471435546875","756","756","756","3.900472640991211","3.900472640991211","3.900472640991211","756","756","756","4.918055725097656","4.918055725097656","4.918055725097656","756","756","756","3.7699424743652346","3.7699424743652346","3.7699424743652346","756","756","756","4.466543579101563","4.466543579101563","4.466543579101563","756","756","756","4.309691619873047","4.309691619873047","4.309691619873047","756","756","756","4.071488952636718","4.071488952636718","4.071488952636718","756","756","756","3.8112472534179687","3.8112472534179687","3.8112472534179687","756","756","756","3.700887680053711","3.700887680053711","3.700887680053711"
"875","882","882","882","3.9237884521484374","3.9237884521484374","3.9237884521484374","882","882","882","3.6676891326904295","3.6676891326904295","3.6676891326904295","882","882","882","3.754570770263672","3.754570770263672","3.754570770263672","882","882","882","4.093901062011719","4.093901062011719","4.093901062011719","882","882","882","4.937605667114258","4.937605667114258","4.937605667114258","882","882","882","4.211849594116211","4.211849594116211","4.211849594116211","882","882","882","4.623802947998047","4.623802947998047","4.623802947998047","882","882","882","3.9794189453125","3.9794189453125","3.9794189453125","882","882","882","4.156603240966797","4.156603240966797","4.156603240966797","882","882","882","3.835987854003906","3.835987854003906","3.835987854003906","882","882","882","4.730023574829102","4.730023574829102","4.730023574829102","882","882","882","3.7180240631103514","3.7180240631103514","3.7180240631103514","882","882","882","4.324200439453125","4.324200439453125","4.324200439453125","882","882","882","4.188093566894532","4.188093566894532","4.188093566894532","882","882","882","3.9843914031982424","3.9843914031982424","3.9843914031982424","882","882","882","3.7489784240722654","3.7489784240722654","3.7489784240722654","882","882","882","3.6492115020751954","3.6492115020751954","3.6492115020751954"
"1000","1008","1008","1008","3.853594970703125","3.853594970703125","3.853594970703125","1008","1008","1008","3.625432586669922","3.625432586669922","3.625432586669922","1008","1008","1008","3.706097030639648","3.706097030639648","3.706097030639648","1008","1008","1008","4.022818756103516","4.022818756103516","4.022818756103516","1008","1008","1008","4.6897735595703125","4.6897735595703125","4.6897735595703125","1008","1008","1008","4.113464736938477","4.113464736938477","4.113464736938477","1008","1008","1008","4.478568649291992","4.478568649291992","4.478568649291992","1008","1008","1008","3.918664169311523","3.918664169311523","3.918664169311523","1008","1008","1008","4.08210334777832","4.08210334777832","4.08210334777832","1008","1008","1008","3.785103607177734","3.785103607177734","3.785103607177734","1008","1008","1008","4.58262825012207","4.58262825012207","4.58262825012207","1008","1008","1008","3.676820373535156","3.676820373535156","3.676820373535156","1008","1008","1008","4.214486694335937","4.214486694335937","4.214486694335937","1008","1008","1008","4.0924530029296875","4.0924530029296875","4.0924530029296875","1008","1008","1008","3.923453521728516","3.923453521728516","3.923453521728516","1008","1008","1008","3.7019004821777344","3.7019004821777344","3.7019004821777344","1008","1008","1008","3.6119308471679688","3.6119308471679688","3.6119308471679688"
"1125","1134","1134","1134","3.790388488769531","3.790388488769531","3.790388488769531","1134","1134","1134","3.590917205810547","3.590917205810547","3.590917205810547","1134","1134","1134","3.6681846618652343","3.6681846618652343","3.6681846618652343","1134","1134","1134","3.9636680603027346","3.9636680603027346","3.9636680603027346","1134","1134","1134","4.440897369384766","4.440897369384766","4.440897369384766","1134","1134","1134","4.034357070922852","4.034357070922852","4.034357070922852","1134","1134","1134","4.352077484130859","4.352077484130859","4.352077484130859","1134","1134","1134","3.865479278564453","3.865479278564453","3.865479278564453","1134","1134","1134","4.022593688964844","4.022593688964844","4.022593688964844","1134","1134","1134","3.742940902709961","3.742940902709961","3.742940902709961","1134","1134","1134","4.462226104736328","4.462226104736328","4.462226104736328","1134","1134","1134","3.644194030761718","3.644194030761718","3.644194030761718","1134","1134","1134","4.12554931640625","4.12554931640625","4.12554931640625","1134","1134","1134","4.014587783813477","4.014587783813477","4.014587783813477","1134","1134","1134","3.8696258544921873","3.8696258544921873","3.8696258544921873","1134","1134","1134","3.661702728271485","3.661702728271485","3.661702728271485","1134","1134","1134","3.5754623413085938","3.5754623413085938","3.5754623413085938"
